Original Sentence,Sentiment
怒而不听其事。,0
齐闻犀首之北，使人以事委焉。,1
犀首遂行，三国相事皆断于犀首。,1
轸遂至秦。,1
韩魏相攻，期年不解。,0
秦惠王欲救之，问于左右。,1
左右或曰救之便，或曰勿救便，惠王未能为之决。,1
陈轸适至秦，惠王曰：子去寡人之楚，亦思寡人不？,0
陈轸对曰：王闻夫越人庄舄乎？,1
王曰：不闻。,1
曰：越人庄舄仕楚执珪，有顷而病。,0
楚王曰：‘舄故越之鄙细人也，今仕楚执珪，贵富矣，亦思越不？,0
’中谢对曰：‘凡人之思故，在其病也。,1
彼思越则越声，不思越则楚声。,1
’使人往听之，犹尚越声也。,1
今臣虽弃逐之楚，岂能无秦声哉！,1
惠王曰：善。,2
今韩魏相攻，期年不解，或谓寡人救之便，或曰勿救便，寡人不能决，愿子为子主计之余，为寡人计之。,1
陈轸对曰：亦尝有以夫卞庄子刺虎闻于王者乎？,1
庄子欲刺虎，馆竖子止之，曰：‘两虎方且食牛，食甘必争，争则必斗，斗则大者伤，小者死，从伤而刺之，一举必有双虎之名。,1
’卞庄子以为然，立须之。,2
有顷，两虎果斗，大者伤，小者死。,1
庄子从伤者而刺之，一举果有双虎之功。,1
今韩魏相攻，期年不解，是必大国伤，小国亡，从伤而伐之，一举必有两实。,1
此犹庄子刺虎之类也。,1
臣主与王何异也。,1
惠王曰：善。,2
卒弗救。,1
大国果伤，小国亡，秦兴兵而伐，大剋之。,2
此陈轸之计也。,1
犀首者，魏之阴晋人也，名衍，姓公孙氏。,1
与张仪不善。,0
张仪为秦之魏，魏王相张仪。,1
犀首弗利，故令人谓韩公叔曰：张仪已合秦魏矣，其言曰‘魏攻南阳，秦攻三川’。,1
魏王所以贵张子者，欲得韩地也。,1
且韩之南阳已举矣，子何不少委焉以为衍功，则秦魏之交可错矣。,1
然则魏必图秦而弃仪，收韩而相衍。,1
公叔以为便，因委之犀首以为功。,2
果相魏。张仪去。,1
义渠君朝于魏。,1
犀首闻张仪复相秦，害之。,0
犀首乃谓义渠君曰：道远不得复过，请谒事情。,1
曰：中国无事，秦得烧掇焚杅君之国；有事，秦将轻使重币事君之国。,1
其后五国伐秦。,0
会陈轸谓秦王曰：义渠君者，蛮夷之贤君也，不如赂之以抚其志。,2
秦王曰：善。,2
乃以文绣千纯，妇女百人遗义渠君。,1
义渠君致群臣而谋曰：此公孙衍所谓邪？,1
乃起兵袭秦，大败秦人李伯之下。,1
张仪已卒之后，犀首入相秦。,1
尝佩五国之相印，为约长。,1
太史公曰：三晋多权变之士，夫言从衡强秦者大抵皆三晋之人也。,1
夫张仪之行事甚于苏秦，然世恶苏秦者，以其先死，而仪振暴其短以扶其说，成其衡道。,0
要之，此两人真倾危之士哉！,2
樗里子者，名疾，秦惠王之弟也，与惠王异母。,1
母，韩女也。,1
樗里子滑稽多智，秦人号曰智囊。,2
秦惠王八年，爵樗里子右更，使将而伐曲沃，尽出其人，取其城，地入秦。,1
秦惠王二十五年，使樗里子为将伐赵，虏赵将军庄豹，拔蔺。,1
明年，助魏章攻楚，败楚将屈丐，取汉中地。,1
秦封樗里子，号为严君。,1
秦惠王卒，太子武王立，逐张仪、魏章，而以樗里子、甘茂为左右丞相。,1
秦使甘茂攻韩，拔宜阳。,1
使樗里子以车百乘入周。,1
周以卒迎之，意甚敬。,2
楚王怒，让周，以其重秦客。,0
游腾为周说楚王曰：知伯之伐仇犹，遗之广车，因随之以兵，仇犹遂亡。,0
何则？,1
无备故也。,0
齐桓公伐蔡，号曰诛楚，其实袭蔡。,0
今秦，虎狼之国，使樗里子以车百乘入周。,1
周以仇犹、蔡观焉，故使长戟居前，强弩在后，名曰卫疾，而实囚之。,0
且夫周岂能无忧其社稷哉？,0
恐一旦亡国以忧大王。,0
楚王乃悦。,2
秦武王卒，昭王立，樗里子又益尊重。,1
昭王元年，樗里子将伐蒲。,1
蒲守恐，请胡衍。,0
胡衍为蒲谓樗里子曰：公之攻蒲，为秦乎？,1
为魏乎？,1
为魏则善矣。,2
为秦则不为赖矣。,0
夫卫之所以为卫者，以蒲也。,1
今伐蒲入于魏，卫必折而从之。,0
魏亡西河之外而无以取者，兵弱也。,0
今并卫于魏，魏必强。,1
魏强之日，西河之外必危矣。,0
且秦王将观公之事，害秦而利魏，王必罪公。,0
樗里子曰：奈何？,0
胡衍曰：公释蒲勿攻，臣试为公入言之，以德卫君。,1
樗里子曰：善。,2
胡衍入蒲，谓其守曰：樗里子知蒲之病矣，其言曰必拔蒲。,1
衍能令释蒲勿攻。,1
蒲守恐，因再拜曰：愿以请。,0
因效金三百斤，曰：秦兵苟退，请必言子于卫君，使子为南面。,2
故胡衍受金于蒲以自贵于卫。,2
于是遂解蒲而去。,1
还击皮氏，皮氏未降，又去。,1
昭王七年，樗里子卒，葬于渭南章台之东。,1
曰：后百岁，是当有天子之宫夹我墓。,1
樗里子疾室在于昭王庙西渭南阴乡樗里，故俗谓之樗里子。,1
至汉兴，长乐宫在其东，未央宫在其西，武库正直其墓。,1
秦人谚曰：力则任鄙，智则樗里。,1
甘茂者，下蔡人也。,1
事下蔡史举先生，学百家之术。,1
因张仪、樗里子而求见秦惠王。,1
王见而说之，使将，而佐魏章略定汉中地。,2
惠王卒，武王立。,1
张仪、魏章去，东之魏。,1
蜀侯煇、相壮反，秦使甘茂定蜀。,1
还，而以甘茂为左丞相，以樗里子为右丞相。,1
秦武王三年，谓甘茂曰：寡人欲容车通三川，以窥周室，而寡人死不朽矣。,1
甘茂曰：请之魏，约以伐韩，而令向寿辅行。,1
甘茂至，谓向寿曰：子归，言之于王曰：‘魏听臣矣，然愿王勿伐。,1
’事成，尽以为子功。,2
向寿归，以告王，王迎甘茂于息壤。,1
甘茂至，王问其故。,1
对曰：宜阳，大县也，上党、南阳积之久矣。,1
名曰县，其实郡也。,1
今王倍数险，行千里攻之，难。,0
昔曾参之处费，鲁人有与曾参同姓名者杀人，人告其母曰‘曾参杀人’，其母织自若也。,1
顷之，一人又告之曰‘曾参杀人’，其母尚织自若也。,1
顷又一人告之曰‘曾参杀人’，其母投杼下机，逾墙而走。,0
夫以曾参之贤与其母信之也，三人疑之，其母惧焉。,0
今臣之贤不若曾参，王之信臣又不如曾参之母信曾参也，疑臣者非特三人，臣恐大王之投杼也。,0
始张仪西并巴蜀之地，北开西河之外，南取上庸，天下不以多张子而以贤先王。,2
魏文侯令乐羊将而攻中山，三年而拔之。,1
乐羊返而论功，文侯示之谤书一箧。,2
乐羊再拜稽首曰：‘此非臣之功也，主君之力也。,2
’今臣，羁旅之臣也。,1
樗里子、公孙奭二人者挟韩而议之，王必听之，是王欺魏王而臣受公仲侈之怨也。,0
王曰：寡人不听也，请与子盟。,1
卒使丞相甘茂将兵伐宜阳。,0
五月而不拔，樗里子、公孙奭果争之。,0
武王召甘茂，欲罢兵。,1
甘茂曰：息壤在彼。,1
王曰：有之。,1
因大悉起兵，使甘茂击之。,1
斩首六万，遂拔宜阳。,1
韩襄王使公仲侈入谢，与秦平。,1
武王竟至周，而卒于周。,1
其弟立，为昭王。,1
王母宣太后，楚女也。,1
楚怀王怨前秦败楚于丹阳而韩不救，乃以兵围韩雍氏。,0
韩使公仲侈告急于秦。,0
秦昭王新立，太后楚人，不肯救。,0
公仲因甘茂，茂为韩言于秦昭王曰：公仲方有得秦救，故敢扞楚也。,1
今雍氏围，秦师不下殽，公仲且仰首而不朝，公叔且以国南合于楚。,
楚、韩为一，魏氏不敢不听，然则伐秦之形成矣。,0
不识坐而待伐孰与伐人之利？,1
秦王曰：善。,2
乃下师于殽以救韩。,1
楚兵去。,1
秦使向寿平宜阳，而使樗里子、甘茂伐魏皮氏。,1
向寿者，宣太后外族也，而与昭王少相长，故任用。,2
向寿如楚，楚闻秦之贵向寿，而厚事向寿。,2
向寿为秦守宜阳，将以伐韩。,1
韩公仲使苏代谓向寿曰：禽困覆车。,1
公破韩，辱公仲。,0
公仲收国复事秦，自以为必可以封。,0
今公与楚解口地，封小令尹以杜阳。,1
秦楚合，复攻韩，韩必亡。,0
韩亡，公仲且躬率其私徒以阏于秦，愿公孰虑之也。,1
向寿曰：吾合秦楚非以当韩也，子为寿谒之公仲，曰秦韩之交可合也。,1
苏代对曰：愿有谒于公。,1
人曰贵其所以贵者贵。,1
王之爱习公也，不如公孙奭；其智能公也，不如甘茂。,1
今二人者皆不得亲于秦事，而公独与王主断于国者何？,1
彼有以失之也。,0
公孙奭党于韩，而甘茂党于魏，故王不信也。,0
今秦楚争强而公党于楚，是与公孙奭、甘茂同道也，公何以异之？,0
人皆言楚之善变也，而公必亡之，是自为责也。,0
公不如与王谋其变也，善韩以备楚，如此则无患矣。,2
韩氏必先以国从公孙奭而后委国于甘茂。,0
韩，公之仇也。,1
今公言善韩以备楚，是外举不僻仇也。,1
向寿曰：然，吾甚欲韩合。,1
对曰：甘茂许公仲以武遂，反宜阳之民，今公徒收之，甚难。,0
向寿曰：然则奈何？,1
武遂终不可得也？,0
对曰：公奚不以秦为韩求颍川于楚？,1
此韩之寄地也。,1
公求而得之，是令行于楚而以其地德韩也。,1
公求而不得，是韩楚之怨不解而交走秦也。,1
秦楚争强，而公徐过楚以收韩，此利于秦。,1
向寿曰：奈何？,1
对曰：此善事也。,2
甘茂欲以魏取齐，公孙奭欲以韩取齐。,1
今公取宜阳以为功，收楚韩以安之，而诛齐魏之罪，是以公孙奭、甘茂无事也。,1
甘茂竟言秦昭王，以武遂复归之韩。,1
向寿、公孙奭争之，不能得。,0
向寿、公孙奭由此怨，谗甘茂。,0
茂惧，辍伐魏蒲阪，亡去。,0
樗里子与魏讲，罢兵。,0
甘茂之亡秦奔齐，逢苏代。,1
代为齐使于秦。,1
甘茂曰：臣得罪于秦，惧而遁逃，无所容迹。,0
臣闻贫人女与富人女会绩，贫人女曰：‘我无以买烛，而子之烛光幸有余，子可分我余光，无损子明而得一斯便焉。,2
’今臣困而君方使秦而当路矣。,1
茂之妻子在焉，愿君以余光振之。,1
苏代许诺。遂致使于秦。,1
已，因说秦王曰：甘茂，非常士也。,2
其居于秦，累世重矣。,2
自殽塞及至鬼谷，其地形险易皆明知之。,2
彼以齐约韩魏反以图秦，非秦之利也。,0
秦王曰：然则奈何？,1
苏代曰：王不若重其贽，厚其禄以迎之，使彼来则置之鬼谷，终身勿出。,0
秦王曰：善。,2
即赐之上卿，以相印迎之于齐。,2
甘茂不往。,2
苏代谓齐湣王曰：夫甘茂，贤人也。,2
今秦赐之上卿，以相印迎之。,2
甘茂德王之赐，好为王臣，故辞而不往。,2
今王何以礼之？,1
齐王曰：善。,2
即位之上卿而处之，秦因复甘茂之家以市于齐。,1
齐使甘茂于楚。,1
楚怀王新与秦合婚而欢。,2
而秦闻甘茂在楚，使人谓楚王曰：愿送甘茂于秦。,1
楚王问于范蜎曰：寡人欲置相于秦，孰可？,1
对曰：臣不足以识之。,0
楚王曰：寡人欲相甘茂，可乎？,1
对曰：不可。,0
夫史举，下蔡之监门也，大不为事君，小不为家室，以苟贱不廉闻于世，甘茂事之顺焉。,0
故惠王之明，武王之察，张仪之辩，而甘茂事之，取十官而无罪。,1
茂诚贤者也，然不可相于秦。,1
夫秦之有贤相，非楚国之利也。,0
且王前尝用召滑於越，而内行章义之难，越国乱，故楚南塞厉门而郡江东。,1
计王之功所以能如此者，越国乱而楚治也。,1
今王知用诸越而忘用诸秦，臣以王为巨过矣。,0
然则王若欲置相于秦，则莫若向寿者可。,1
夫向寿之于秦王，亲也，少与之同衣，长与之同车，以听事。,1
王必相向寿于秦，则楚国之利也。,1
于是使使请秦相向寿于秦。,1
秦卒相向寿。,1
而甘茂竟不得复入秦，卒于魏。,1
甘茂有孙曰甘罗。,1
甘罗者，甘茂孙也。,2
茂既死后，甘罗年十二，事秦相文信侯吕不韦。,1
秦始皇帝使刚成君蔡泽于燕，三年而燕王喜使太子丹入质于秦。,1
秦使张唐往相燕，欲与燕共伐赵以广河间之地。,1
张唐谓文信侯曰：臣尝为秦昭王伐赵，赵怨臣，曰：‘得唐者与百里之地。,0
’今之燕必经赵，臣不可以行。,1
文信侯不快，未有以强也。,0
甘罗曰：君侯何不快之甚也？,0
文信侯曰：吾令刚成君蔡泽事燕三年，燕太子丹已入质矣，吾自请张卿相燕而不肯行。,0
甘罗曰：臣请行之。,1
文信侯叱曰：去！,0
我身自请之而不肯，女焉能行之？,0
甘罗曰：大项橐生七岁为孔子师。,1
今臣生十二岁于兹矣，君其试臣，何遽叱乎？,0
于是甘罗见张卿曰：卿之功孰与武安君？,1
卿曰：武安君南挫强楚，北威燕、赵，战胜攻取，破城堕邑，不知其数，臣之功不如也。,0
甘罗曰：应侯之用于秦也，孰与文信侯专？,1
张卿曰：应侯不如文信侯专。,1
甘罗曰：卿明知其不如文信侯专与？,1
曰：知之。,1
甘罗曰：应侯欲攻赵，武安君难之，去咸阳七里而立死于杜邮。,0
今文信侯自请卿相燕而不肯行，臣不知卿所死处矣。,0
张唐曰：请因孺子行。,1
令装治行。,1
行有日，甘罗谓文信侯曰：借臣车五乘，请为张唐先报赵。,1
文信侯乃入言之于始皇曰：昔甘茂之孙甘罗，年少耳，然名家之子孙，诸侯皆闻之。,2
今者张唐欲称疾不肯行，甘罗说而行之。,1
今愿先报赵，请许遣之。,1
始皇召见，使甘罗于赵。,1
赵襄王郊迎甘罗。,1
甘罗说赵王曰：王闻燕太子丹入质秦欤？,1
曰：闻之。,1
曰：闻张唐相燕欤？,1
曰：闻之。,1
燕太子丹入秦者，燕不欺秦也。,1
张唐相燕者，秦不欺燕也。,1
燕、秦不相欺者，伐赵，危矣。,0
燕、秦不相欺无异故，欲攻赵而广河间。,1
王不如赍臣五城以广河间，请归燕太子，与强赵攻弱燕。,1
赵王立自割五城以广河间。,1
秦归燕太子。,1
赵攻燕，得上谷三十城，令秦有十一。,1
甘罗还报秦，乃封甘罗以为上卿，复以始甘茂田宅赐之。,1
太史公曰：樗里子以骨肉重，固其理，而秦人称其智，故颇采焉。,2
